,Componente,Unidades,Valor por 100 g,Cod,Produto
4,Carboidrato disponível,g,379,C0051G,
5,Proteína,g,127,C0051G,
6,Lipídios,g,811,C0051G,
7,Álcool,g,0,C0051G,
8,Cinzas,g,194,C0051G,
9,Colesterol,mg,488,C0051G,
10,Ácidos graxos saturados,g,45,C0051G,
11,Ácidos graxos monoinsaturados,g,24,C0051G,
12,Ácidos graxos poliinsaturados,g,2,C0051G,
13,Ácidos graxos trans,g,25,C0051G,
14,Cálcio,mg,254,C0051G,
15,Ferro,mg,14,C0051G,
16,Sódio,mg,283,C0051G,
17,Magnésio,mg,119,C0051G,
18,Fósforo,mg,162,C0051G,
19,Potássio,mg,113,C0051G,
20,Zinco,mg,47,C0051G,
21,Vitamina A (RAE),mcg,75,C0051G,
22,Vitamina D,mcg,13,C0051G,
23,Alfa-tocoferol (Vitamina E),mcg,7,C0051G,
24,Riboflavina,mg,15,C0051G,
25,Vitamina B12,mg,32,C0051G,
